,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,customer_loyalty,Service_Count,ServiceCategory,Charges per Service,charges Level,Churn_Flag
250,Female,56,Yes,0,Oak Park,91377,34.19225,-118.776874,1,72,Yes,4.56,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,8275.39,Stayed,Still Customer,Still Customer,14814,Loyal,10,Heavy Bundle,796.6,Mid Level of charges,0
251,Female,31,Yes,0,South San Francisco,94080,37.654436,-122.426468,7,17,Yes,17.91,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,88.25,1460.65,0.0,0,304.47,1765.12,Churned,Other,Deceased,60599,Growth,5,Light Bundle,292.13,Mid Level of charges,1
252,Female,20,No,0,Vernalis,95385,37.609095,-121.263381,0,3,Yes,10.6,No,Yes,Fiber Optic,73.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.8,272.2,0.0,0,31.8,304.0,Churned,Competitor,Competitor had better devices,274,New,6,Heavy Bundle,45.37,Low Level of charges,1
253,Male,31,Yes,0,San Jose,95117,37.311088,-121.961786,1,58,Yes,17.22,No,Yes,Cable,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,60.3,3563.8,0.0,0,998.76,4562.56,Churned,Dissatisfaction,Network reliability,29914,Loyal,6,Heavy Bundle,593.97,Mid Level of charges,1
254,Male,60,Yes,0,Sunnyvale,94089,37.421633,-122.009613,1,67,Yes,45.25,No,Yes,DSL,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,5398.6,0.0,0,3031.75,8430.35,Stayed,Still Customer,Still Customer,16985,Loyal,9,Heavy Bundle,599.84,Mid Level of charges,0
255,Male,72,No,0,Newport Beach,92660,33.634626,-117.874882,0,34,Yes,35.0,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,3343.15,0.0,0,1190.0,4533.15,Stayed,Still Customer,Still Customer,28687,Established,7,Heavy Bundle,477.59,Mid Level of charges,0
256,Male,56,No,0,San Francisco,94133,37.802071,-122.411004,0,10,Yes,4.42,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.0,198.7,0.0,0,44.2,242.9,Stayed,Still Customer,Still Customer,26831,Early,1,Single Service,198.7,Low Level of charges,0
257,Female,42,No,0,Stanford,94305,37.424342,-122.165641,0,69,Yes,18.47,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35,5897.4,0.0,0,1274.43,7171.83,Stayed,Still Customer,Still Customer,13386,Loyal,9,Heavy Bundle,655.27,Mid Level of charges,0
258,Male,38,No,0,Los Angeles,90041,34.137412,-118.207607,0,40,No,0.0,No phone Service,Yes,Cable,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,62.05,2511.55,0.0,0,0.0,2511.55,Stayed,Still Customer,Still Customer,27866,Established,8,Heavy Bundle,313.94,Mid Level of charges,0
259,Male,64,No,0,Turlock,95380,37.474396,-120.875917,0,20,Yes,12.6,No,Yes,DSL,29.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.4,1398.6,0.0,0,252.0,1650.6,Stayed,Still Customer,Still Customer,40545,Growth,7,Heavy Bundle,199.8,Low Level of charges,0
260,Female,61,Yes,1,Beverly Hills,90210,34.099891,-118.414338,9,46,Yes,47.5,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.4,967.85,0.0,0,2185.0,3152.85,Stayed,Still Customer,Still Customer,21397,Established,1,Single Service,967.85,High Level of charges,0
261,Female,28,Yes,0,Riverside,92503,33.890046,-117.455583,1,2,Yes,9.79,No,Yes,Fiber Optic,41.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,139.4,0.0,0,19.58,158.98,Churned,Attitude,Attitude of support person,71678,New,4,Light Bundle,34.85,Low Level of charges,1
262,Female,76,Yes,2,Los Alamitos,90720,33.79499,-118.065591,1,1,Yes,15.28,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.45,70.45,0.0,0,15.28,85.73,Churned,Other,Don't know,21343,New,3,Light Bundle,23.48,Low Level of charges,1
263,Female,44,Yes,0,Fresno,93710,36.822715,-119.761826,7,72,Yes,6.58,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.0,7589.8,0.0,0,473.76,8063.56,Stayed,Still Customer,Still Customer,29337,Loyal,8,Heavy Bundle,948.72,High Level of charges,0
264,Male,28,Yes,3,Escondido,92025,33.081478,-117.033814,0,70,Yes,1.22,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.15,1790.15,0.0,0,85.4,1875.55,Stayed,Still Customer,Still Customer,49281,Loyal,1,Single Service,1790.15,High Level of charges,0
265,Female,34,No,0,Gardena,90247,33.890853,-118.297967,0,2,Yes,49.91,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.3,44.4,0.0,0,99.82,144.22,Joined,Still Customer,Still Customer,47758,New,1,Single Service,44.4,Low Level of charges,0
266,Male,25,No,3,Encinitas,92024,33.054579,-117.25665,0,23,Yes,1.58,No,Yes,DSL,47.0,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1284.2,0.0,0,36.34,1320.54,Stayed,Still Customer,Still Customer,47126,Growth,6,Heavy Bundle,214.03,Mid Level of charges,0
267,Male,58,Yes,0,Sacramento,95829,38.486502,-121.334051,4,36,Yes,40.58,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,3474.2,0.0,0,1460.88,4935.08,Stayed,Still Customer,Still Customer,11396,Established,6,Heavy Bundle,579.03,Mid Level of charges,0
268,Male,70,Yes,0,South Dos Palos,93665,36.959731,-120.653519,0,59,Yes,10.78,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.64,Churned,Price,Price too high,343,Loyal,5,Light Bundle,1114.95,High Level of charges,1
269,Male,24,No,0,Orick,95555,41.336354,-124.044354,0,67,Yes,47.31,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.5,1430.95,0.0,0,3169.77,4600.72,Stayed,Still Customer,Still Customer,494,Loyal,1,Single Service,1430.95,High Level of charges,0
270,Male,22,Yes,3,San Jose,95118,37.255479,-121.889838,4,72,Yes,8.33,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.55,7542.25,0.0,10,599.76,8152.01,Stayed,Still Customer,Still Customer,31926,Loyal,7,Heavy Bundle,1077.46,High Level of charges,0
271,Female,22,No,0,El Monte,91732,34.074492,-118.01462,0,37,Yes,24.04,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,3545.35,0.0,0,889.48,4434.83,Churned,Dissatisfaction,Lack of self-service on Website,62660,Established,8,Heavy Bundle,443.17,Mid Level of charges,1
272,Female,36,Yes,1,Spreckels,93962,36.624641,-121.647195,4,72,Yes,20.56,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.45,1709.1,0.0,0,1480.32,3189.42,Stayed,Still Customer,Still Customer,407,Loyal,1,Single Service,1709.1,High Level of charges,0
273,Male,23,Yes,0,Beverly Hills,90212,34.062095,-118.401508,10,72,Yes,27.97,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.7,1421.9,0.0,0,2013.84,3435.74,Stayed,Still Customer,Still Customer,11355,Loyal,1,Single Service,1421.9,High Level of charges,0
274,Male,21,No,2,La Habra,90631,33.940619,-117.9513,0,3,Yes,14.6,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,229.55,8.74,0,43.8,264.61,Churned,Dissatisfaction,Product dissatisfaction,67354,New,4,Light Bundle,57.39,Low Level of charges,1
275,Female,75,Yes,0,Visalia,93277,36.303793,-119.375646,0,54,Yes,33.49,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,0.0,0,1808.46,7181.56,Churned,Price,Lack of affordable download/upload speed,44741,Loyal,7,Heavy Bundle,767.59,Mid Level of charges,1
276,Male,59,Yes,0,San Francisco,94114,37.758085,-122.434801,1,60,Yes,35.22,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,5742.9,0.0,0,2113.2,7856.1,Churned,Dissatisfaction,Service dissatisfaction,30587,Loyal,6,Heavy Bundle,957.15,High Level of charges,1
277,Female,35,Yes,0,Whittier,90602,33.972119,-118.020188,8,58,Yes,37.95,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,6526.65,0.0,0,2201.1,8727.75,Stayed,Still Customer,Still Customer,26265,Loyal,9,Heavy Bundle,725.18,Mid Level of charges,0
278,Female,64,Yes,0,Long Beach,90822,33.778436,-118.118648,1,31,Yes,12.03,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,2674.15,11.37,0,372.93,3035.71,Stayed,Still Customer,Still Customer,425,Established,6,Heavy Bundle,445.69,Mid Level of charges,0
279,Female,62,No,0,Stockton,95215,37.946282,-121.139499,0,3,Yes,20.1,Yes,Yes,DSL,29.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,170.5,0.0,70,60.3,300.8,Joined,Still Customer,Still Customer,23789,New,3,Light Bundle,56.83,Low Level of charges,0
280,Male,20,No,0,Essex,92332,34.9436,-115.287901,0,55,Yes,12.28,No,Yes,DSL,48.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,0.0,0,675.4,3851.25,Stayed,Still Customer,Still Customer,115,Loyal,6,Heavy Bundle,529.31,Mid Level of charges,0
281,Female,58,No,0,Los Gatos,95030,37.222842,-121.988727,0,1,Yes,26.53,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.4,44.4,0.0,0,26.53,70.93,Churned,Attitude,Attitude of support person,13290,New,3,Light Bundle,14.8,Low Level of charges,1
282,Male,44,Yes,0,Grass Valley,95949,39.099204,-121.137962,1,49,Yes,14.21,No,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.3,4297.95,0.0,0,696.29,4994.24,Stayed,Still Customer,Still Customer,17922,Loyal,5,Light Bundle,859.59,High Level of charges,0
283,Male,40,No,0,San Diego,92117,32.825086,-117.199424,0,8,No,0.0,No phone Service,Yes,DSL,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0.0,0,0.0,215.2,Churned,Attitude,Attitude of support person,51213,Early,2,Light Bundle,107.6,Low Level of charges,1
284,Female,72,No,0,Visalia,93291,36.391777,-119.372842,0,39,Yes,10.03,Yes,Yes,Fiber Optic,13.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.75,4036.0,0.0,0,391.17,4427.17,Stayed,Still Customer,Still Customer,36718,Established,6,Heavy Bundle,672.67,Mid Level of charges,0
285,Male,43,Yes,0,San Jose,95112,37.343827,-121.883119,9,66,Yes,37.71,Yes,Yes,DSL,15.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,66.1,4428.45,0.0,0,2488.86,6917.31,Stayed,Still Customer,Still Customer,52334,Loyal,6,Heavy Bundle,738.08,Mid Level of charges,0
286,Female,23,Yes,0,Fresno,93722,36.78979,-119.929894,7,15,Yes,34.63,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.55,295.95,0.0,0,519.45,815.4,Stayed,Still Customer,Still Customer,60889,Growth,1,Single Service,295.95,Mid Level of charges,0
287,Female,34,Yes,0,San Diego,92117,32.825086,-117.199424,1,51,Yes,47.72,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.85,4947.55,0.0,130,2433.72,7511.27,Stayed,Still Customer,Still Customer,51213,Loyal,6,Heavy Bundle,824.59,High Level of charges,0
288,Male,74,No,0,Snelling,95369,37.521708,-120.426843,0,9,Yes,7.11,No,Yes,DSL,12.0,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,0.0,0,63.99,511.89,Stayed,Still Customer,Still Customer,1158,Early,4,Light Bundle,111.98,Low Level of charges,0
289,Female,54,No,0,Encino,91316,34.150354,-118.518292,0,1,Yes,15.51,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.9,20.9,0.0,0,15.51,36.41,Churned,Dissatisfaction,Limited range of services,27614,New,1,Single Service,20.9,Low Level of charges,1
290,Male,29,No,0,Bellflower,90706,33.887676,-118.127289,0,25,Yes,3.58,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.5,516.3,0.0,0,89.5,605.8,Stayed,Still Customer,Still Customer,72893,Established,1,Single Service,516.3,Mid Level of charges,0
291,Male,56,Yes,0,Sonora,95370,37.982716,-120.343732,9,22,Yes,48.68,No,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.0,1850.65,0.0,0,1070.96,2921.61,Stayed,Still Customer,Still Customer,25340,Growth,5,Light Bundle,370.13,Mid Level of charges,0
292,Male,40,No,0,Highland,92346,34.129677,-117.154277,0,15,Yes,11.75,Yes,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,0.0,0,176.25,925.5,Stayed,Still Customer,Still Customer,48245,Growth,3,Light Bundle,249.75,Mid Level of charges,0
293,Female,37,Yes,0,Novato,94949,38.067204,-122.524004,1,28,Yes,18.31,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.1,2598.95,0.0,0,512.68,3111.63,Churned,Dissatisfaction,Poor expertise of online support,13361,Established,6,Heavy Bundle,433.16,Mid Level of charges,1
294,Male,47,No,0,Temecula,92592,33.507255,-117.029473,0,3,Yes,5.39,No,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.7,237.65,0.0,0,16.17,253.82,Joined,Still Customer,Still Customer,46171,New,6,Heavy Bundle,39.61,Low Level of charges,0
295,Female,34,Yes,0,Los Angeles,90071,34.052917,-118.255178,3,47,Yes,38.15,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,4707.1,0.0,0,1793.05,6500.15,Stayed,Still Customer,Still Customer,21,Established,7,Heavy Bundle,672.44,Mid Level of charges,0
296,Female,21,No,0,Long Beach,90805,33.864622,-118.179626,0,67,Yes,8.71,Yes,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,1.31,0,583.57,6296.46,Stayed,Still Customer,Still Customer,91664,Loyal,9,Heavy Bundle,634.91,Mid Level of charges,0
297,Female,78,No,0,Escondido,92027,33.141265,-116.967221,0,18,Yes,21.09,No,Yes,Fiber Optic,18.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1294.6,0.0,20,379.62,1694.22,Stayed,Still Customer,Still Customer,48690,Growth,3,Light Bundle,431.53,Mid Level of charges,0
298,Male,47,Yes,0,Herlong,96113,40.198234,-120.18089,1,62,Yes,33.7,No,Yes,Cable,15.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0.0,0,2089.4,5842.6,Stayed,Still Customer,Still Customer,946,Loyal,6,Heavy Bundle,625.53,Mid Level of charges,0
299,Female,51,No,0,Petaluma,94954,38.235021,-122.557332,0,41,Yes,6.16,Yes,Yes,DSL,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,3263.9,0.0,0,252.56,3516.46,Stayed,Still Customer,Still Customer,35419,Established,8,Heavy Bundle,407.99,Mid Level of charges,0
300,Female,64,No,0,Mojave,93501,35.097323,-118.171288,0,44,Yes,18.42,Yes,Yes,DSL,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2139.1,0.0,0,810.48,2949.58,Stayed,Still Customer,Still Customer,4882,Established,3,Light Bundle,713.03,Mid Level of charges,0
301,Female,59,No,0,Callahan,96014,41.388397,-122.794636,0,53,Yes,33.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,0.0,0,1795.64,6838.39,Stayed,Still Customer,Still Customer,290,Loyal,8,Heavy Bundle,630.34,Mid Level of charges,0
302,Male,44,Yes,0,Bodega,94922,38.343282,-122.9755,4,48,Yes,33.06,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,20.05,1036.0,0.0,0,1586.88,2622.88,Stayed,Still Customer,Still Customer,584,Established,1,Single Service,1036.0,High Level of charges,0
303,Female,79,Yes,0,Denair,95316,37.524721,-120.757977,2,54,Yes,43.71,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,0.0,0,2360.34,8791.39,Stayed,Still Customer,Still Customer,5513,Loyal,9,Heavy Bundle,714.56,Mid Level of charges,0
304,Female,28,Yes,0,Wrightwood,92397,34.358321,-117.618263,3,48,No,0.0,No phone Service,Yes,Cable,58.0,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.3,2145.0,0.0,140,0.0,2285.0,Churned,Price,Price too high,4253,Established,5,Light Bundle,429.0,Mid Level of charges,1
305,Male,39,No,0,Monterey,93940,36.362741,-121.869685,0,24,Yes,25.68,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,2404.85,0.0,0,616.32,3021.17,Stayed,Still Customer,Still Customer,32857,Growth,7,Heavy Bundle,343.55,Mid Level of charges,0
306,Male,32,No,0,Palo Alto,94301,37.444314,-122.149996,0,33,Yes,34.85,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,0.0,0,1150.05,3801.15,Stayed,Still Customer,Still Customer,16198,Established,5,Light Bundle,530.22,Mid Level of charges,0
307,Male,58,Yes,0,Jamestown,95327,37.84771,-120.486589,1,66,Yes,42.85,Yes,Yes,DSL,21.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0.0,0,2828.1,8366.45,Stayed,Still Customer,Still Customer,9559,Loyal,9,Heavy Bundle,615.37,Mid Level of charges,0
308,Female,61,Yes,2,Campbell,95008,37.279689,-121.954567,3,3,Yes,1.67,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.41,Joined,Still Customer,Still Customer,44976,New,3,Light Bundle,66.73,Low Level of charges,0
309,Female,58,No,0,Alderpoint,95511,40.166028,-123.584144,0,13,No,0.0,No phone Service,Yes,Cable,13.0,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,35.4,450.4,0.0,100,0.0,550.4,Stayed,Still Customer,Still Customer,261,Growth,3,Light Bundle,150.13,Low Level of charges,0
310,Male,19,Yes,0,Garden Grove,92843,33.764018,-117.931507,1,63,Yes,13.45,Yes,Yes,DSL,69.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,83.5,5435.0,0.0,0,847.35,6282.35,Stayed,Still Customer,Still Customer,43491,Loyal,9,Heavy Bundle,603.89,Mid Level of charges,0
311,Female,45,Yes,0,Oak Run,96069,40.689243,-122.037023,0,23,Yes,38.81,No,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0.0,0,892.63,2792.88,Churned,Attitude,Attitude of support person,829,Growth,6,Heavy Bundle,316.71,Mid Level of charges,1
312,Male,26,No,1,Madison,95653,38.674276,-121.961866,0,52,Yes,23.12,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.6,1334.5,0.0,0,1202.24,2536.74,Stayed,Still Customer,Still Customer,844,Loyal,1,Single Service,1334.5,High Level of charges,0
313,Male,23,No,0,Van Nuys,91406,34.195685,-118.490752,0,3,Yes,16.39,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0,49.17,116.27,Joined,Still Customer,Still Customer,50047,New,1,Single Service,67.1,Low Level of charges,0
314,Male,23,No,0,Escondido,92026,33.21846,-117.116916,0,10,Yes,30.3,No,Yes,DSL,73.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,56.75,503.25,0.0,30,303.0,836.25,Stayed,Still Customer,Still Customer,43436,Early,4,Light Bundle,125.81,Low Level of charges,0
315,Female,39,Yes,2,Cedarville,96104,41.505916,-120.152505,10,72,Yes,14.17,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.1,1460.85,0.0,0,1020.24,2481.09,Stayed,Still Customer,Still Customer,857,Loyal,1,Single Service,1460.85,High Level of charges,0
316,Male,62,No,0,Lomita,90717,33.794209,-118.317354,0,29,Yes,48.2,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0.0,0,1397.8,4204.9,Stayed,Still Customer,Still Customer,21065,Established,8,Heavy Bundle,350.89,Mid Level of charges,0
317,Female,70,Yes,0,Kelseyville,95451,38.93496,-122.792243,8,62,Yes,22.74,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,0.0,0,1409.88,7722.78,Stayed,Still Customer,Still Customer,9902,Loyal,8,Heavy Bundle,789.11,Mid Level of charges,0
318,Male,34,Yes,0,Orangevale,95662,38.689174,-121.218435,1,41,Yes,15.91,Yes,Yes,DSL,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,3001.2,0.0,0,652.31,3653.51,Churned,Competitor,Competitor offered higher download speeds,32040,Established,7,Heavy Bundle,428.74,Mid Level of charges,1
319,Male,47,No,0,Pinecrest,95364,38.224869,-119.755729,0,43,Yes,49.13,Yes,Yes,Fiber Optic,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.85,3365.85,0.0,0,2112.59,5478.44,Churned,Price,Lack of affordable download/upload speed,235,Established,4,Light Bundle,841.46,High Level of charges,1
320,Female,63,No,1,San Clemente,92672,33.429488,-117.609432,0,26,Yes,2.48,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.45,2715.3,0.0,0,64.48,2779.78,Stayed,Still Customer,Still Customer,34946,Established,9,Heavy Bundle,301.7,Mid Level of charges,0
